Município1;UF1;Data;Índice De Isolamento
SÃO VICENTE;SP;20/05/2020;49%
SERTÃOZINHO;SP;20/05/2020;47%
SOROCABA;SP;20/05/2020;43%
SUMARÉ;SP;20/05/2020;44%
SUZANO;SP;20/05/2020;45%
TABOÃO DA SERRA;SP;20/05/2020;47%
TATUÍ;SP;20/05/2020;43%
TAUBATÉ;SP;20/05/2020;47%
UBATUBA;SP;20/05/2020;57%
VALINHOS;SP;20/05/2020;47%
VÁRZEA PAULISTA;SP;20/05/2020;43%
VINHEDO;SP;20/05/2020;48%
VOTORANTIM;SP;20/05/2020;46%
VOTUPORANGA;SP;20/05/2020;47%
PRESIDENTE PRUDENTE;SP;20/05/2020;40%
ESTADO DE SÃO PAULO;SP;20/05/2020;49%
EMBU DAS ARTES;SP;19/05/2020;48%
AMERICANA;SP;19/05/2020;44%
AMPARO;SP;19/05/2020;44%
ARAÇATUBA;SP;19/05/2020;40%
ARARAQUARA;SP;19/05/2020;41%
ARARAS;SP;19/05/2020;42%
ARUJÁ;SP;19/05/2020;45%
ASSIS;SP;19/05/2020;43%
ATIBAIA;SP;19/05/2020;44%
AVARÉ;SP;19/05/2020;44%
BARRETOS;SP;19/05/2020;41%
BARUERI;SP;19/05/2020;43%
BAURU;SP;19/05/2020;42%
BEBEDOURO;SP;19/05/2020;49%
BIRIGUI;SP;19/05/2020;44%
BOTUCATU;SP;19/05/2020;43%
BRAGANÇA PAULISTA;SP;19/05/2020;43%
CAÇAPAVA;SP;19/05/2020;50%
CAIEIRAS;SP;19/05/2020;44%
CAJAMAR;SP;19/05/2020;43%
CAMPINAS;SP;19/05/2020;47%
CAMPO LIMPO PAULISTA;SP;19/05/2020;42%
CARAGUATATUBA;SP;19/05/2020;51%
CARAPICUÍBA;SP;19/05/2020;46%
CATANDUVA;SP;19/05/2020;41%
COTIA;SP;19/05/2020;46%
CRUZEIRO;SP;19/05/2020;51%
CUBATÃO;SP;19/05/2020;45%
DIADEMA;SP;19/05/2020;44%
FERRAZ DE VASCONCELOS;SP;19/05/2020;45%
FRANCA;SP;19/05/2020;46%
FRANCISCO MORATO;SP;19/05/2020;47%
FRANCO DA ROCHA;SP;19/05/2020;43%
PRAIA GRANDE;SP;19/05/2020;49%
GUARULHOS;SP;19/05/2020;46%
GUARATINGUETÁ;SP;19/05/2020;45%
GUARUJÁ;SP;19/05/2020;48%
HORTOLÂNDIA;SP;19/05/2020;45%
IBIÚNA;SP;19/05/2020;53%
INDAIATUBA;SP;19/05/2020;48%
ITANHAÉM;SP;19/05/2020;50%
ITAPECERICA DA SERRA;SP;19/05/2020;46%
ITAPETININGA;SP;19/05/2020;44%
ITAPEVA;SP;19/05/2020;41%
ITAPEVI;SP;19/05/2020;43%
ITAPIRA;SP;19/05/2020;45%
ITAQUAQUECETUBA;SP;19/05/2020;46%
ITATIBA;SP;19/05/2020;43%
ITU;SP;19/05/2020;44%
JABOTICABAL;SP;19/05/2020;45%
JACAREÍ;SP;19/05/2020;48%
JANDIRA;SP;19/05/2020;42%
JAÚ;SP;19/05/2020;42%
LEME;SP;19/05/2020;49%
JUNDIAÍ;SP;19/05/2020;42%
LIMEIRA;SP;19/05/2020;42%
LINS;SP;19/05/2020;44%
LORENA;SP;19/05/2020;48%
MAIRIPORÃ;SP;19/05/2020;50%
MARÍLIA;SP;19/05/2020;42%
MATÃO;SP;19/05/2020;44%
MAUÁ;SP;19/05/2020;44%
MOGI DAS CRUZES;SP;19/05/2020;47%
MOGI GUAÇU;SP;19/05/2020;45%
MOGI MIRIM;SP;19/05/2020;48%
OSASCO;SP;19/05/2020;47%
OURINHOS;SP;19/05/2020;41%
PAULÍNIA;SP;19/05/2020;44%
PINDAMONHANGABA;SP;19/05/2020;49%
PIRACICABA;SP;19/05/2020;42%
PIRASSUNUNGA;SP;19/05/2020;48%
POÁ;SP;19/05/2020;45%
RIBEIRÃO PIRES;SP;19/05/2020;47%
RIBEIRÃO PRETO;SP;19/05/2020;46%
RIO CLARO;SP;19/05/2020;44%
SALTO;SP;19/05/2020;43%
SANTA BÁRBARA D'OESTE;SP;19/05/2020;43%
SANTANA DE PARNAÍBA;SP;19/05/2020;51%
SANTO ANDRÉ;SP;19/05/2020;47%
SANTOS;SP;19/05/2020;46%
SÃO BERNARDO DO CAMPO;SP;19/05/2020;47%
SÃO CAETANO DO SUL;SP;19/05/2020;46%
SÃO CARLOS;SP;19/05/2020;48%
SÃO JOÃO DA BOA VISTA;SP;19/05/2020;48%
SÃO JOSÉ DO RIO PRETO;SP;19/05/2020;44%
SÃO JOSÉ DOS CAMPOS;SP;19/05/2020;49%
SÃO PAULO;SP;19/05/2020;49%
SÃO ROQUE;SP;19/05/2020;48%
SÃO SEBASTIÃO;SP;19/05/2020;61%
SÃO VICENTE;SP;19/05/2020;49%
SERTÃOZINHO;SP;19/05/2020;47%
SOROCABA;SP;19/05/2020;43%
SUMARÉ;SP;19/05/2020;44%
SUZANO;SP;19/05/2020;45%
TABOÃO DA SERRA;SP;19/05/2020;46%
TATUÍ;SP;19/05/2020;43%
TAUBATÉ;SP;19/05/2020;47%
UBATUBA;SP;19/05/2020;57%
VALINHOS;SP;19/05/2020;47%
VÁRZEA PAULISTA;SP;19/05/2020;42%
VINHEDO;SP;19/05/2020;48%
VOTORANTIM;SP;19/05/2020;45%
VOTUPORANGA;SP;19/05/2020;47%
PRESIDENTE PRUDENTE;SP;19/05/2020;40%
ESTADO DE SÃO PAULO;SP;19/05/2020;48%
EMBU DAS ARTES;SP;18/05/2020;49%
AMERICANA;SP;18/05/2020;45%
AMPARO;SP;18/05/2020;45%
ARAÇATUBA;SP;18/05/2020;42%
ARARAQUARA;SP;18/05/2020;42%
ARARAS;SP;18/05/2020;44%
ARUJÁ;SP;18/05/2020;46%
ASSIS;SP;18/05/2020;44%
ATIBAIA;SP;18/05/2020;46%
AVARÉ;SP;18/05/2020;46%
BARRETOS;SP;18/05/2020;42%
BARUERI;SP;18/05/2020;44%
BAURU;SP;18/05/2020;44%
BEBEDOURO;SP;18/05/2020;51%
BIRIGUI;SP;18/05/2020;44%
BOTUCATU;SP;18/05/2020;43%
BRAGANÇA PAULISTA;SP;18/05/2020;43%
CAÇAPAVA;SP;18/05/2020;50%
CAIEIRAS;SP;18/05/2020;45%
CAJAMAR;SP;18/05/2020;45%
CAMPINAS;SP;18/05/2020;48%
CAMPO LIMPO PAULISTA;SP;18/05/2020;43%
CARAGUATATUBA;SP;18/05/2020;50%
CARAPICUÍBA;SP;18/05/2020;47%
CATANDUVA;SP;18/05/2020;42%
COTIA;SP;18/05/2020;48%
CRUZEIRO;SP;18/05/2020;52%
CUBATÃO;SP;18/05/2020;46%
DIADEMA;SP;18/05/2020;46%
FERRAZ DE VASCONCELOS;SP;18/05/2020;45%
FRANCA;SP;18/05/2020;46%
FRANCISCO MORATO;SP;18/05/2020;46%
FRANCO DA ROCHA;SP;18/05/2020;43%
GUARULHOS;SP;18/05/2020;47%
GUARATINGUETÁ;SP;18/05/2020;45%
GUARUJÁ;SP;18/05/2020;48%
HORTOLÂNDIA;SP;18/05/2020;45%
IBIÚNA;SP;18/05/2020;51%
INDAIATUBA;SP;18/05/2020;48%
ITANHAÉM;SP;18/05/2020;51%
ITAPECERICA DA SERRA;SP;18/05/2020;47%
ITAPETININGA;SP;18/05/2020;44%
ITAPEVA;SP;18/05/2020;42%
ITAPEVI;SP;18/05/2020;44%
ITAPIRA;SP;18/05/2020;49%
ITAQUAQUECETUBA;SP;18/05/2020;48%
ITATIBA;SP;18/05/2020;44%
ITU;SP;18/05/2020;44%
JABOTICABAL;SP;18/05/2020;46%
JACAREÍ;SP;18/05/2020;48%
JANDIRA;SP;18/05/2020;42%
JAÚ;SP;18/05/2020;43%
LEME;SP;18/05/2020;49%
JUNDIAÍ;SP;18/05/2020;43%
LIMEIRA;SP;18/05/2020;42%
LINS;SP;18/05/2020;46%
LORENA;SP;18/05/2020;49%
MAIRIPORÃ;SP;18/05/2020;49%
MARÍLIA;SP;18/05/2020;42%
MATÃO;SP;18/05/2020;45%
MAUÁ;SP;18/05/2020;44%
MOGI DAS CRUZES;SP;18/05/2020;47%
MOGI GUAÇU;SP;18/05/2020;45%
MOGI MIRIM;SP;18/05/2020;49%
OSASCO;SP;18/05/2020;47%
OURINHOS;SP;18/05/2020;40%
PAULÍNIA;SP;18/05/2020;45%
PRAIA GRANDE;SP;18/05/2020;49%
PINDAMONHANGABA;SP;18/05/2020;49%
PIRACICABA;SP;18/05/2020;42%
PIRASSUNUNGA;SP;18/05/2020;48%
POÁ;SP;18/05/2020;45%
RIBEIRÃO PIRES;SP;18/05/2020;47%
RIBEIRÃO PRETO;SP;18/05/2020;46%
RIO CLARO;SP;18/05/2020;44%
SALTO;SP;18/05/2020;43%
SANTA BÁRBARA D'OESTE;SP;18/05/2020;43%
SANTANA DE PARNAÍBA;SP;18/05/2020;51%
SANTO ANDRÉ;SP;18/05/2020;48%
SANTOS;SP;18/05/2020;47%
SÃO BERNARDO DO CAMPO;SP;18/05/2020;47%
SÃO CAETANO DO SUL;SP;18/05/2020;47%
SÃO CARLOS;SP;18/05/2020;48%
SÃO JOÃO DA BOA VISTA;SP;18/05/2020;49%
SÃO JOSÉ DO RIO PRETO;SP;18/05/2020;44%
SÃO JOSÉ DOS CAMPOS;SP;18/05/2020;49%
SÃO PAULO;SP;18/05/2020;50%
SÃO ROQUE;SP;18/05/2020;48%
SÃO SEBASTIÃO;SP;18/05/2020;61%
SÃO VICENTE;SP;18/05/2020;49%
SERTÃOZINHO;SP;18/05/2020;47%
SOROCABA;SP;18/05/2020;44%
SUMARÉ;SP;18/05/2020;45%
SUZANO;SP;18/05/2020;46%
TABOÃO DA SERRA;SP;18/05/2020;46%
TATUÍ;SP;18/05/2020;44%
TAUBATÉ;SP;18/05/2020;47%
UBATUBA;SP;18/05/2020;57%
VALINHOS;SP;18/05/2020;47%
VÁRZEA PAULISTA;SP;18/05/2020;42%
VINHEDO;SP;18/05/2020;50%
VOTORANTIM;SP;18/05/2020;46%
VOTUPORANGA;SP;18/05/2020;49%
PRESIDENTE PRUDENTE;SP;18/05/2020;40%
ESTADO DE SÃO PAULO;SP;18/05/2020;49%
EMBU DAS ARTES;SP;17/05/2020;54%
AMERICANA;SP;17/05/2020;50%
AMPARO;SP;17/05/2020;52%
ARAÇATUBA;SP;17/05/2020;46%
ARARAQUARA;SP;17/05/2020;49%
ARARAS;SP;17/05/2020;50%
ARUJÁ;SP;17/05/2020;54%
ASSIS;SP;17/05/2020;51%
ATIBAIA;SP;17/05/2020;52%
AVARÉ;SP;17/05/2020;50%
BARRETOS;SP;17/05/2020;45%
BARUERI;SP;17/05/2020;51%
BAURU;SP;17/05/2020;50%
BEBEDOURO;SP;17/05/2020;49%
BIRIGUI;SP;17/05/2020;49%
BOTUCATU;SP;17/05/2020;49%
BRAGANÇA PAULISTA;SP;17/05/2020;50%
CAÇAPAVA;SP;17/05/2020;57%
CAIEIRAS;SP;17/05/2020;53%
CAJAMAR;SP;17/05/2020;55%
CAMPINAS;SP;17/05/2020;54%
CAMPO LIMPO PAULISTA;SP;17/05/2020;49%
CARAGUATATUBA;SP;17/05/2020;57%
CARAPICUÍBA;SP;17/05/2020;51%
CATANDUVA;SP;17/05/2020;46%
COTIA;SP;17/05/2020;55%
CRUZEIRO;SP;17/05/2020;55%
CUBATÃO;SP;17/05/2020;53%
DIADEMA;SP;17/05/2020;51%
FERRAZ DE VASCONCELOS;SP;17/05/2020;49%
FRANCA;SP;17/05/2020;47%
FRANCISCO MORATO;SP;17/05/2020;51%
FRANCO DA ROCHA;SP;17/05/2020;49%
GUARULHOS;SP;17/05/2020;52%
SÃO CAETANO DO SUL;SP;17/05/2020;53%
GUARATINGUETÁ;SP;17/05/2020;50%
GUARUJÁ;SP;17/05/2020;53%
HORTOLÂNDIA;SP;17/05/2020;49%
IBIÚNA;SP;17/05/2020;62%
INDAIATUBA;SP;17/05/2020;54%
ITANHAÉM;SP;17/05/2020;55%
ITAPECERICA DA SERRA;SP;17/05/2020;52%
ITAPETININGA;SP;17/05/2020;51%
ITAPEVA;SP;17/05/2020;48%
ITAPEVI;SP;17/05/2020;49%
ITAPIRA;SP;17/05/2020;52%
ITAQUAQUECETUBA;SP;17/05/2020;51%
ITATIBA;SP;17/05/2020;51%
ITU;SP;17/05/2020;52%
JABOTICABAL;SP;17/05/2020;52%
JACAREÍ;SP;17/05/2020;54%
JANDIRA;SP;17/05/2020;46%
JAÚ;SP;17/05/2020;49%
LEME;SP;17/05/2020;53%
JUNDIAÍ;SP;17/05/2020;50%
LIMEIRA;SP;17/05/2020;48%
LINS;SP;17/05/2020;46%
LORENA;SP;17/05/2020;50%
MAIRIPORÃ;SP;17/05/2020;57%
MARÍLIA;SP;17/05/2020;48%
MATÃO;SP;17/05/2020;50%
MAUÁ;SP;17/05/2020;48%
MOGI DAS CRUZES;SP;17/05/2020;55%
MOGI GUAÇU;SP;17/05/2020;51%
MOGI MIRIM;SP;17/05/2020;56%
OSASCO;SP;17/05/2020;52%
OURINHOS;SP;17/05/2020;48%
PAULÍNIA;SP;17/05/2020;49%
PINDAMONHANGABA;SP;17/05/2020;53%
PIRACICABA;SP;17/05/2020;48%
PIRASSUNUNGA;SP;17/05/2020;54%
POÁ;SP;17/05/2020;50%
PRAIA GRANDE;SP;17/05/2020;54%
RIBEIRÃO PIRES;SP;17/05/2020;55%
RIBEIRÃO PRETO;SP;17/05/2020;51%
RIO CLARO;SP;17/05/2020;52%
SALTO;SP;17/05/2020;49%
SANTA BÁRBARA D'OESTE;SP;17/05/2020;47%
SANTANA DE PARNAÍBA;SP;17/05/2020;59%
SANTO ANDRÉ;SP;17/05/2020;54%
SANTOS;SP;17/05/2020;53%
SÃO BERNARDO DO CAMPO;SP;17/05/2020;53%
SÃO CARLOS;SP;17/05/2020;53%
SÃO JOÃO DA BOA VISTA;SP;17/05/2020;53%
SÃO JOSÉ DO RIO PRETO;SP;17/05/2020;49%
SÃO JOSÉ DOS CAMPOS;SP;17/05/2020;56%
SÃO PAULO;SP;17/05/2020;56%
SÃO ROQUE;SP;17/05/2020;57%
SÃO SEBASTIÃO;SP;17/05/2020;66%
SÃO VICENTE;SP;17/05/2020;54%
SERTÃOZINHO;SP;17/05/2020;50%
SOROCABA;SP;17/05/2020;48%
SUMARÉ;SP;17/05/2020;50%
SUZANO;SP;17/05/2020;52%
TABOÃO DA SERRA;SP;17/05/2020;50%
TATUÍ;SP;17/05/2020;50%
TAUBATÉ;SP;17/05/2020;51%
UBATUBA;SP;17/05/2020;62%
VALINHOS;SP;17/05/2020;54%
VÁRZEA PAULISTA;SP;17/05/2020;49%
VINHEDO;SP;17/05/2020;54%
VOTORANTIM;SP;17/05/2020;52%
VOTUPORANGA;SP;17/05/2020;48%
PRESIDENTE PRUDENTE;SP;17/05/2020;47%
ESTADO DE SÃO PAULO;SP;17/05/2020;54%
EMBU DAS ARTES;SP;16/05/2020;50%
AMERICANA;SP;16/05/2020;46%
AMPARO;SP;16/05/2020;47%
ARAÇATUBA;SP;16/05/2020;41%
ARARAQUARA;SP;16/05/2020;44%
ARARAS;SP;16/05/2020;45%
ARUJÁ;SP;16/05/2020;49%
ASSIS;SP;16/05/2020;47%
ATIBAIA;SP;16/05/2020;48%
AVARÉ;SP;16/05/2020;49%
BARRETOS;SP;16/05/2020;43%
BARUERI;SP;16/05/2020;46%
BAURU;SP;16/05/2020;44%
BEBEDOURO;SP;16/05/2020;47%
BIRIGUI;SP;16/05/2020;45%
BOTUCATU;SP;16/05/2020;44%
BRAGANÇA PAULISTA;SP;16/05/2020;46%
CAÇAPAVA;SP;16/05/2020;52%
CAIEIRAS;SP;16/05/2020;48%
CAJAMAR;SP;16/05/2020;48%
CAMPINAS;SP;16/05/2020;50%
CAMPO LIMPO PAULISTA;SP;16/05/2020;46%
CARAGUATATUBA;SP;16/05/2020;53%
CARAPICUÍBA;SP;16/05/2020;47%
CATANDUVA;SP;16/05/2020;44%
COTIA;SP;16/05/2020;50%
CRUZEIRO;SP;16/05/2020;52%
CUBATÃO;SP;16/05/2020;48%
DIADEMA;SP;16/05/2020;46%
FERRAZ DE VASCONCELOS;SP;16/05/2020;45%
FRANCA;SP;16/05/2020;45%
FRANCISCO MORATO;SP;16/05/2020;48%
FRANCO DA ROCHA;SP;16/05/2020;45%
GUARULHOS;SP;16/05/2020;48%
GUARATINGUETÁ;SP;16/05/2020;47%
GUARUJÁ;SP;16/05/2020;51%
HORTOLÂNDIA;SP;16/05/2020;46%
IBIÚNA;SP;16/05/2020;57%
INDAIATUBA;SP;16/05/2020;51%
ITANHAÉM;SP;16/05/2020;51%
ITAPECERICA DA SERRA;SP;16/05/2020;49%
ITAPETININGA;SP;16/05/2020;46%
ITAPEVA;SP;16/05/2020;41%
ITAPEVI;SP;16/05/2020;43%
ITAPIRA;SP;16/05/2020;49%
ITAQUAQUECETUBA;SP;16/05/2020;48%
ITATIBA;SP;16/05/2020;47%
ITU;SP;16/05/2020;47%
JABOTICABAL;SP;16/05/2020;48%
JACAREÍ;SP;16/05/2020;50%
JANDIRA;SP;16/05/2020;42%
JAÚ;SP;16/05/2020;44%
LEME;SP;16/05/2020;51%
JUNDIAÍ;SP;16/05/2020;45%
LIMEIRA;SP;16/05/2020;44%
AMERICANA;SP;05/03/2020;35%
AMPARO;SP;05/03/2020;41%
ARARAQUARA;SP;05/03/2020;32%
ARARAS;SP;05/03/2020;37%
ARAÇATUBA;SP;05/03/2020;31%
ARUJÁ;SP;05/03/2020;36%
ASSIS;SP;05/03/2020;36%
ATIBAIA;SP;05/03/2020;36%
AVARÉ;SP;05/03/2020;38%
BARRETOS;SP;05/03/2020;41%
BARUERI;SP;05/03/2020;28%
BAURU;SP;05/03/2020;30%
BEBEDOURO;SP;05/03/2020;48%
BIRIGUI;SP;05/03/2020;40%
BOTUCATU;SP;05/03/2020;35%
BRAGANÇA PAULISTA;SP;05/03/2020;33%
CAIEIRAS;SP;05/03/2020;34%
CAJAMAR;SP;05/03/2020;41%
CAMPINAS;SP;05/03/2020;30%
CAMPO LIMPO PAULISTA;SP;05/03/2020;37%
CARAGUATATUBA;SP;05/03/2020;44%
CARAPICUÍBA;SP;05/03/2020;31%
CATANDUVA;SP;05/03/2020;33%
CAÇAPAVA;SP;05/03/2020;44%
COTIA;SP;05/03/2020;35%
CRUZEIRO;SP;05/03/2020;51%
CUBATÃO;SP;05/03/2020;37%
DIADEMA;SP;05/03/2020;34%
EMBU DAS ARTES;SP;05/03/2020;35%
ESTADO DE SÃO PAULO;SP;05/03/2020;30%
FERRAZ DE VASCONCELOS;SP;05/03/2020;35%
FRANCA;SP;05/03/2020;34%
FRANCISCO MORATO;SP;05/03/2020;34%
FRANCO DA ROCHA;SP;05/03/2020;37%
GUARATINGUETÁ;SP;05/03/2020;41%
GUARUJÁ;SP;05/03/2020;38%
GUARULHOS;SP;05/03/2020;33%
HORTOLÂNDIA;SP;05/03/2020;36%
IBIÚNA;SP;05/03/2020;48%
INDAIATUBA;SP;05/03/2020;35%
ITANHAÉM;SP;05/03/2020;46%
ITAPECERICA DA SERRA;SP;05/03/2020;39%
ITAPETININGA;SP;05/03/2020;38%
ITAPEVA;SP;05/03/2020;38%
ITAPEVI;SP;05/03/2020;35%
ITAPIRA;SP;05/03/2020;42%
ITAQUAQUECETUBA;SP;05/03/2020;39%
ITATIBA;SP;05/03/2020;34%
ITU;SP;05/03/2020;35%
JABOTICABAL;SP;05/03/2020;37%
JACAREÍ;SP;05/03/2020;37%
JANDIRA;SP;05/03/2020;32%
JAÚ;SP;05/03/2020;37%
JUNDIAÍ;SP;05/03/2020;29%
LEME;SP;05/03/2020;45%
LIMEIRA;SP;05/03/2020;31%
LINS;SP;05/03/2020;37%
LORENA;SP;05/03/2020;49%
MAIRIPORÃ;SP;05/03/2020;41%
MARÍLIA;SP;05/03/2020;32%
MATÃO;SP;05/03/2020;37%
MAUÁ;SP;05/03/2020;33%
MOGI DAS CRUZES;SP;05/03/2020;34%
MOGI GUAÇU;SP;05/03/2020;40%
MOGI MIRIM;SP;05/03/2020;40%
OSASCO;SP;05/03/2020;29%
OURINHOS;SP;05/03/2020;34%
PAULÍNIA;SP;05/03/2020;34%
PINDAMONHANGABA;SP;05/03/2020;43%
PIRACICABA;SP;05/03/2020;31%
PIRASSUNUNGA;SP;05/03/2020;45%
POÁ;SP;05/03/2020;37%
PRAIA GRANDE;SP;05/03/2020;37%
PRESIDENTE PRUDENTE;SP;05/03/2020;30%
RIBEIRÃO PIRES;SP;05/03/2020;39%
RIBEIRÃO PRETO;SP;05/03/2020;29%
RIO CLARO;SP;05/03/2020;36%
SALTO;SP;05/03/2020;35%
SANTA BÁRBARA D'OESTE;SP;05/03/2020;32%
SANTANA DE PARNAÍBA;SP;05/03/2020;33%
SANTO ANDRÉ;SP;05/03/2020;28%
SANTOS;SP;05/03/2020;29%
SERTÃOZINHO;SP;05/03/2020;41%
SOROCABA;SP;05/03/2020;31%
SUMARÉ;SP;05/03/2020;33%
SUZANO;SP;05/03/2020;37%
SÃO BERNARDO DO CAMPO;SP;05/03/2020;30%
SÃO CAETANO DO SUL;SP;05/03/2020;28%
SÃO CARLOS;SP;05/03/2020;35%
SÃO JOSÉ DO RIO PRETO;SP;05/03/2020;30%
SÃO JOSÉ DOS CAMPOS;SP;05/03/2020;34%
SÃO JOÃO DA BOA VISTA;SP;05/03/2020;42%
SÃO PAULO;SP;05/03/2020;28%
SÃO ROQUE;SP;05/03/2020;39%
SÃO SEBASTIÃO;SP;05/03/2020;52%
SÃO VICENTE;SP;05/03/2020;38%
TABOÃO DA SERRA;SP;05/03/2020;31%
TATUÍ;SP;05/03/2020;38%
TAUBATÉ;SP;05/03/2020;37%
UBATUBA;SP;05/03/2020;49%
VALINHOS;SP;05/03/2020;32%
VINHEDO;SP;05/03/2020;35%
VOTORANTIM;SP;05/03/2020;36%
VOTUPORANGA;SP;05/03/2020;45%
VÁRZEA PAULISTA;SP;05/03/2020;32%
AMERICANA;SP;06/03/2020;34%
AMPARO;SP;06/03/2020;40%
ARARAQUARA;SP;06/03/2020;30%
ARARAS;SP;06/03/2020;35%
ARAÇATUBA;SP;06/03/2020;30%
ARUJÁ;SP;06/03/2020;34%
ASSIS;SP;06/03/2020;34%
ATIBAIA;SP;06/03/2020;33%
AVARÉ;SP;06/03/2020;35%
BARRETOS;SP;06/03/2020;39%
BARUERI;SP;06/03/2020;27%
BAURU;SP;06/03/2020;28%
BEBEDOURO;SP;06/03/2020;46%
BIRIGUI;SP;06/03/2020;38%
BOTUCATU;SP;06/03/2020;32%
BRAGANÇA PAULISTA;SP;06/03/2020;31%
CAIEIRAS;SP;06/03/2020;32%
CAJAMAR;SP;06/03/2020;39%
CAMPINAS;SP;06/03/2020;29%
CAMPO LIMPO PAULISTA;SP;06/03/2020;35%
CARAGUATATUBA;SP;06/03/2020;40%
CARAPICUÍBA;SP;06/03/2020;30%
CATANDUVA;SP;06/03/2020;32%
CAÇAPAVA;SP;06/03/2020;42%
COTIA;SP;06/03/2020;34%
CRUZEIRO;SP;06/03/2020;49%
CUBATÃO;SP;06/03/2020;34%
DIADEMA;SP;06/03/2020;33%
EMBU DAS ARTES;SP;06/03/2020;34%
ESTADO DE SÃO PAULO;SP;06/03/2020;29%
FERRAZ DE VASCONCELOS;SP;06/03/2020;33%
FRANCA;SP;06/03/2020;31%
FRANCISCO MORATO;SP;06/03/2020;33%
FRANCO DA ROCHA;SP;06/03/2020;34%
GUARATINGUETÁ;SP;06/03/2020;38%
GUARUJÁ;SP;06/03/2020;36%
GUARULHOS;SP;06/03/2020;31%
HORTOLÂNDIA;SP;06/03/2020;36%
IBIÚNA;SP;06/03/2020;46%
INDAIATUBA;SP;06/03/2020;35%
ITANHAÉM;SP;06/03/2020;42%
ITAPECERICA DA SERRA;SP;06/03/2020;38%
ITAPETININGA;SP;06/03/2020;36%
ITAPEVA;SP;06/03/2020;36%
ITAPEVI;SP;06/03/2020;33%
ITAPIRA;SP;06/03/2020;39%
ITAQUAQUECETUBA;SP;06/03/2020;37%
ITATIBA;SP;06/03/2020;32%
ITU;SP;06/03/2020;33%
JABOTICABAL;SP;06/03/2020;35%
JACAREÍ;SP;06/03/2020;35%
JANDIRA;SP;06/03/2020;32%
JAÚ;SP;06/03/2020;34%
JUNDIAÍ;SP;06/03/2020;27%
LEME;SP;06/03/2020;44%
LIMEIRA;SP;06/03/2020;30%
LINS;SP;06/03/2020;31%
LORENA;SP;06/03/2020;48%
MAIRIPORÃ;SP;06/03/2020;39%
MARÍLIA;SP;06/03/2020;29%
MATÃO;SP;06/03/2020;34%
MAUÁ;SP;06/03/2020;31%
MOGI DAS CRUZES;SP;06/03/2020;32%
MOGI GUAÇU;SP;06/03/2020;38%
MOGI MIRIM;SP;06/03/2020;38%
OSASCO;SP;06/03/2020;28%
OURINHOS;SP;06/03/2020;32%
PAULÍNIA;SP;06/03/2020;34%
PINDAMONHANGABA;SP;06/03/2020;42%
PIRACICABA;SP;06/03/2020;30%
PIRASSUNUNGA;SP;06/03/2020;43%
POÁ;SP;06/03/2020;36%
PRAIA GRANDE;SP;06/03/2020;34%
PRESIDENTE PRUDENTE;SP;06/03/2020;28%
RIBEIRÃO PIRES;SP;06/03/2020;38%
RIBEIRÃO PRETO;SP;06/03/2020;28%
RIO CLARO;SP;06/03/2020;35%
SALTO;SP;06/03/2020;34%
SANTA BÁRBARA D'OESTE;SP;06/03/2020;32%
SANTANA DE PARNAÍBA;SP;06/03/2020;33%
SANTO ANDRÉ;SP;06/03/2020;27%
SANTOS;SP;06/03/2020;28%
SERTÃOZINHO;SP;06/03/2020;39%
SOROCABA;SP;06/03/2020;29%
SUMARÉ;SP;06/03/2020;32%
SUZANO;SP;06/03/2020;35%
SÃO BERNARDO DO CAMPO;SP;06/03/2020;29%
SÃO CAETANO DO SUL;SP;06/03/2020;27%
SÃO CARLOS;SP;06/03/2020;33%
SÃO JOSÉ DO RIO PRETO;SP;06/03/2020;28%
SÃO JOSÉ DOS CAMPOS;SP;06/03/2020;33%
SÃO JOÃO DA BOA VISTA;SP;06/03/2020;39%
SÃO PAULO;SP;06/03/2020;27%
SÃO ROQUE;SP;06/03/2020;38%
SÃO SEBASTIÃO;SP;06/03/2020;46%
SÃO VICENTE;SP;06/03/2020;36%
TABOÃO DA SERRA;SP;06/03/2020;30%
TATUÍ;SP;06/03/2020;34%
TAUBATÉ;SP;06/03/2020;36%
UBATUBA;SP;06/03/2020;47%
VALINHOS;SP;06/03/2020;32%
VINHEDO;SP;06/03/2020;35%
VOTORANTIM;SP;06/03/2020;34%
VOTUPORANGA;SP;06/03/2020;41%
VÁRZEA PAULISTA;SP;06/03/2020;31%
AMERICANA;SP;12/03/2020;31%
AMPARO;SP;12/03/2020;38%
ARARAQUARA;SP;12/03/2020;28%
ARARAS;SP;12/03/2020;34%
ARAÇATUBA;SP;12/03/2020;29%
ARUJÁ;SP;12/03/2020;31%
ASSIS;SP;12/03/2020;31%
ATIBAIA;SP;12/03/2020;33%
AVARÉ;SP;12/03/2020;34%
BARRETOS;SP;12/03/2020;36%
BARUERI;SP;12/03/2020;25%
BAURU;SP;12/03/2020;27%
BEBEDOURO;SP;12/03/2020;41%
BIRIGUI;SP;12/03/2020;37%
BOTUCATU;SP;12/03/2020;31%
BRAGANÇA PAULISTA;SP;12/03/2020;29%
CAIEIRAS;SP;12/03/2020;31%
CAJAMAR;SP;12/03/2020;38%
CAMPINAS;SP;12/03/2020;27%
CAMPO LIMPO PAULISTA;SP;12/03/2020;34%
CARAGUATATUBA;SP;12/03/2020;38%
CARAPICUÍBA;SP;12/03/2020;28%
CATANDUVA;SP;12/03/2020;29%
